,season,home_team,away_team,down,game_date,game_half,game_seconds_remaining,play_type,ydstogo,yardline_100
411151,2018,ATL,CAR,4.0,2018-09-16,Half2,250.0,punt,5,48.0
411165,2018,ATL,CAR,4.0,2018-09-16,Half2,120.0,punt,1,66.0
413845,2018,ATL,NO,4.0,2018-09-23,Half1,3333.0,punt,5,70.0
413849,2018,ATL,NO,4.0,2018-09-23,Half1,3241.0,punt,1,70.0
413873,2018,ATL,NO,4.0,2018-09-23,Half1,2695.0,punt,8,44.0
413878,2018,ATL,NO,4.0,2018-09-23,Half1,2530.0,punt,13,72.0
413885,2018,ATL,NO,4.0,2018-09-23,Half1,2383.0,field_goal,4,31.0
413891,2018,ATL,NO,4.0,2018-09-23,Half1,2282.0,punt,9,57.0
413902,2018,ATL,NO,4.0,2018-09-23,Half1,1989.0,field_goal,3,3.0
413914,2018,ATL,NO,4.0,2018-09-23,Half1,1906.0,punt,15,61.0
413919,2018,ATL,NO,4.0,2018-09-23,Half1,1847.0,punt,5,86.0
413941,2018,ATL,NO,4.0,2018-09-23,Half2,1511.0,punt,10,75.0
413946,2018,ATL,NO,4.0,2018-09-23,Half2,1430.0,punt,13,56.0
413979,2018,ATL,NO,4.0,2018-09-23,Half2,603.0,pass,1,1.0
413987,2018,ATL,NO,4.0,2018-09-23,Half2,428.0,no_play,9,11.0
414012,2018,ATL,NO,4.0,2018-09-23,Half2,25.0,punt,4,56.0
416687,2018,ATL,CIN,4.0,2018-09-30,Half1,2926.0,pass,5,44.0
416758,2018,ATL,CIN,4.0,2018-09-30,Half2,1696.0,punt,16,81.0
416763,2018,ATL,CIN,4.0,2018-09-30,Half2,1585.0,field_goal,10,10.0
416774,2018,ATL,CIN,4.0,2018-09-30,Half2,1367.0,punt,18,39.0
416780,2018,ATL,CIN,4.0,2018-09-30,Half2,1203.0,punt,3,70.0
416809,2018,ATL,CIN,4.0,2018-09-30,Half2,503.0,field_goal,14,18.0
416824,2018,ATL,CIN,4.0,2018-09-30,Half2,266.0,no_play,19,19.0
416825,2018,ATL,CIN,4.0,2018-09-30,Half2,258.0,field_goal,14,14.0
